Name,TakesOnlineOrders,hastablebooking,Ratings,Votes,Rest_Type,Cuisines,Cost,Type,City,Ratings_null,target
Avanti Indian Barbeque  Grill,0,0,3.4,46,13,917,1100.0,4,2,0,0
Sai Shiv Sagar,0,0,2.8,14,44,1730,300.0,4,4,0,0
Tejas Bar and Restaurant,0,0,3.7,0,13,2692,800.0,4,16,1,0
Anjappar,0,0,3.8,768,13,2517,650.0,4,23,0,1
Gillys Restobar,0,1,4.5,3909,72,451,1000.0,2,28,0,1
Daily Sushi,1,0,3.8,63,13,755,900.0,4,15,0,1
Lime Twist,1,0,3.7,0,74,298,150.0,4,0,1,0
Wangs Kitchen,1,0,2.5,22,13,2521,1000.0,2,5,0,0
Ember The Calabash,1,0,4.1,670,3,2440,800.0,2,9,0,1
Stoner,1,0,4.5,2629,32,554,500.0,3,3,0,1
Jagannath Delicacy,0,1,3.7,0,13,999,500.0,4,8,1,0
AlienSip,1,0,3.6,11,56,649,200.0,2,25,0,0
Bamboo Heights,0,0,3.7,112,13,2582,500.0,4,28,0,0
Tintin Da Dhaba,0,0,3.4,7,13,917,500.0,2,8,0,0
Chikkanna Tiffin Room,0,0,4.5,206,74,1628,200.0,4,5,0,1
FM Biryani Plaza,0,0,3.7,0,74,2063,150.0,4,27,1,0
Lets cafe,0,0,3.5,6,74,2622,250.0,2,28,0,0
Juice Shop,0,0,3.3,11,74,1815,200.0,4,6,0,0
Royal Shark,0,0,3.7,0,13,999,550.0,4,12,1,0
Nandos,1,0,4.1,308,13,1503,1200.0,2,7,0,1
KFC,1,0,3.2,393,74,2232,450.0,2,14,0,0
District 6 Pub Brewery  Kitchen,0,0,4.3,2324,61,479,1800.0,4,11,0,1
VT Sindhur Veg,0,0,3.3,13,13,999,600.0,4,13,0,0
Indian Durbar  Conrad Bengaluru,0,1,3.7,57,39,917,3000.0,4,13,0,0
Chutney Chang,1,1,4.1,2339,13,1020,1500.0,0,16,0,1
Bread and Circus,0,0,3.7,50,3,2415,550.0,4,13,0,0
Roundup Cafe,1,1,4.2,494,3,2340,800.0,3,28,0,1
Karigiri Refreshments,0,0,3.7,10,74,287,300.0,3,7,0,0
Bean Flickers,1,0,4.3,398,3,2270,700.0,4,10,0,1
70 Brigade  Iris Hotel,0,1,3.9,105,13,2656,1000.0,4,5,0,1
Sri Rama Coffee Shop,0,0,3.7,0,74,1628,100.0,4,5,1,0
Stoned Monkey,1,0,4.1,511,29,246,500.0,2,29,0,1
Parantha Singh,0,0,3.7,31,74,917,300.0,2,27,0,0
Shri Vinayaka Ice N Juice,0,0,3.1,12,74,2010,150.0,4,16,0,0
Nandhanus Rasoi,1,0,3.4,9,74,2682,200.0,4,25,0,0
Sipp N Cool,0,0,3.7,0,74,287,200.0,4,11,1,0
Bruncherz,0,0,3.5,15,74,999,200.0,4,0,0,0
Bengaluru Square,0,0,3.5,25,74,2540,300.0,2,19,0,0
Vegetarea,1,0,3.8,40,92,1628,250.0,2,28,0,1
Chats Point,1,0,3.4,8,74,427,150.0,2,1,0,0
Eagles Pizza,1,0,3.8,19,13,1485,400.0,4,2,0,1
Moto Store  Caf,1,0,4.2,382,3,1487,500.0,2,22,0,1
Chaithanya Andhra Style Family Restaurant,0,0,3.2,4,13,2691,600.0,2,22,0,0
ThrowBack  Pub  Dine,0,0,3.9,234,12,619,1000.0,6,3,0,1
Dilli Darbar,1,0,3.5,180,13,1027,500.0,4,19,0,0
Dessi Cuppa,1,0,3.7,36,77,2010,250.0,2,14,0,0
Saha Cabin Bengali Hotel,0,0,3.4,5,74,1963,300.0,4,19,0,0
Hotel Aahaa,0,0,3.7,25,74,1628,200.0,2,17,0,0
North Parontha Hut,0,0,3.7,0,92,917,300.0,2,10,1,0
Samovar,1,0,3.9,190,13,738,600.0,4,26,0,1
Rawal Jalebi,1,0,3.5,9,29,218,100.0,2,20,0,0
Royal Chef Naati Oota,0,0,4.0,194,13,1647,500.0,2,25,0,1
SwaDesh A Family Restaurant,0,0,3.7,0,74,917,300.0,4,0,1,0
Friends Chats Adda,0,0,3.7,0,74,415,200.0,4,3,1,0
The Corner  Hyatt Centric MG Road,0,0,3.7,0,3,2396,1000.0,3,18,1,0
Mughals Restaurant,0,0,3.1,17,13,901,550.0,2,13,0,0
IceBreakers,0,0,4.3,185,29,246,500.0,2,5,0,1
Taj Darbar,1,0,3.8,149,13,2144,600.0,2,3,0,1
The French Loaf,1,0,3.1,15,16,1924,400.0,2,12,0,0
Berryd Alive,1,0,4.3,1901,29,218,400.0,3,28,0,1
New Sri Udupi Restaurant,0,0,3.7,0,74,1370,200.0,2,16,1,0
Kamakshi Kitchen,1,0,3.7,28,74,2692,350.0,4,19,0,0
Stoked,0,0,4.3,294,3,2452,850.0,2,28,0,1
Oregano Soul Food,1,0,4.1,142,3,2257,700.0,1,19,0,1
Amber Rush Restobar,0,1,4.1,93,69,68,1000.0,5,18,0,1
Desi Dhaba,1,0,3.3,13,27,999,400.0,2,3,0,0
Tasty Jigarthanda,1,0,3.4,11,56,2022,150.0,2,25,0,0
JP Fish Land,1,0,3.6,24,74,1576,300.0,4,0,0,0
Brownie Heaven,1,0,3.9,18,29,218,300.0,2,3,0,1
Smoothie Hub,1,0,3.1,4,56,2046,100.0,2,25,0,0
Zodiac Grills,1,0,3.2,4,74,999,500.0,2,28,0,0
Kombo King,0,0,3.7,0,27,1344,300.0,2,2,1,0
New Royal Treat,1,0,2.8,102,74,999,350.0,2,0,0,0
New Royal Treat,1,0,2.8,102,74,999,350.0,4,0,0,0
Shree Durga,0,0,3.2,7,74,1126,500.0,4,10,0,0
Five Star Chicken,1,0,3.5,11,74,312,300.0,2,3,0,0
Grillopia,1,0,3.9,99,74,579,1000.0,4,3,0,1
Sids Cafe,1,0,3.7,0,74,287,200.0,2,0,1,0
Udupi Garden,0,0,3.0,44,74,1144,300.0,2,9,0,0
Buff Buffet Buff,1,1,4.5,3170,14,1059,1500.0,4,2,0,1
4th Tea Block,0,0,4.0,62,3,2257,150.0,2,25,0,1
Sober Turtle,0,0,3.4,39,74,1860,250.0,2,28,0,0
Maa Di Hatti,1,0,2.8,137,74,917,500.0,2,29,0,0
Rock View Family Restaurant,1,0,3.3,8,13,999,700.0,2,12,0,0
Hot Coffee,0,0,3.3,4,74,1661,150.0,4,11,0,0
Nagashrees,0,0,2.9,46,13,1764,550.0,2,18,0,0
Cake My Day,0,0,3.7,0,27,218,450.0,2,13,1,0
Noodle And Soup Point,0,0,3.7,0,44,2521,250.0,4,15,1,0
Viceroys Sarathi,1,0,3.8,137,14,999,750.0,6,23,0,1
Royal View Restaurant,1,0,3.7,26,13,1008,700.0,4,3,0,0
Tayabbs,1,0,3.0,9,74,1531,500.0,2,22,0,0
Little Green Cafe,0,0,4.3,795,7,2429,900.0,2,6,0,1
Hyderabad Express,1,0,3.7,0,74,539,300.0,4,1,1,0
The Waffles Hut,1,0,4.0,42,29,218,400.0,2,10,0,1
Heavenly Desserts,0,0,3.6,10,0,1780,300.0,3,17,0,0
Falooda Cafe,1,0,3.7,0,74,2006,200.0,2,29,1,0
Gyani Da Punjabi Dhaba,1,0,3.9,1189,74,999,500.0,2,24,0,1
Atomic Lab,0,0,3.5,54,14,1413,1800.0,4,20,0,0
Lucknowiz,1,0,3.5,323,74,769,500.0,2,3,0,0
Baba Da Dhaba,0,1,4.1,450,13,917,650.0,4,29,0,1
Tasty Kitchens,1,0,3.7,0,74,1463,500.0,4,3,1,0
Have More,0,1,3.9,198,13,917,700.0,2,27,0,1
Krispy Kreme,1,0,4.0,253,29,226,300.0,2,16,0,1
Masale Daan,1,0,3.7,0,92,917,350.0,2,3,1,0
Aha Juice Bar,0,0,3.6,13,56,2010,200.0,2,4,0,0
Punjabi Chulla,1,0,3.3,12,27,917,300.0,2,14,0,0
Spices The Food Joint,0,0,3.1,9,13,1268,550.0,4,11,0,0
Nagarjuna,0,0,4.3,1817,13,2247,800.0,4,13,0,1
Shree Ganesh Fruit Juice Centre,0,0,3.7,0,92,650,100.0,2,10,1,0
Amjad Bhais Star Hotel  Home Food Only,0,0,3.7,0,74,1344,300.0,4,3,1,0
Samudra Bar  Restaurant,0,0,2.9,35,14,1290,800.0,6,11,0,0
Taste Buddies,0,0,3.7,0,74,1199,400.0,4,15,1,0
Bathinda Junction,1,0,3.8,367,13,917,600.0,2,24,0,1
The Eatery Cafe and Restaurant,0,0,3.7,0,3,2331,500.0,4,0,1,0
Thut Cafe,1,0,3.6,21,74,2539,300.0,2,27,0,0
ILA Kitchen,0,0,3.7,14,13,690,500.0,2,27,0,0
Hotel Empark,1,0,3.4,16,13,2626,800.0,2,3,0,0
Srinidhi Sagar Deluxe,1,0,3.6,108,74,1737,40.0,2,28,0,0
Alankrutha,1,0,3.8,262,13,999,550.0,4,3,0,1
Kitchen of Joy,1,0,4.2,580,74,297,400.0,2,10,0,1
Amara Food Point,0,0,3.3,4,92,1628,250.0,2,0,0,0
The Waffle Street,1,0,3.9,46,80,45,300.0,3,12,0,1
Tasty King,1,0,3.4,8,74,1737,400.0,2,22,0,0
Double Decker,0,1,4.3,2698,12,146,1300.0,4,5,0,1
WataBurger,1,0,4.0,108,74,2250,500.0,4,24,0,1
KFC,1,0,3.6,211,74,2232,400.0,2,6,0,0
Arya SLBakery,0,0,3.7,0,1,1949,200.0,3,3,1,0
Faasos,1,0,3.9,355,74,981,500.0,4,12,0,1
Cafe Talk,0,0,3.3,14,7,2374,700.0,1,4,0,0
Belgian Waffle Factory,1,0,4.9,1744,29,218,400.0,2,20,0,1
Zaiqa,0,0,3.4,8,74,999,350.0,4,3,0,0
Fort Kochi,0,1,4.1,338,14,728,1800.0,4,5,0,1
Communiti,0,0,4.6,4048,63,42,1500.0,5,13,0,1
XO Belgian Waffle,1,0,3.7,0,29,226,400.0,3,27,1,0
Sweet Mansion,0,0,3.7,0,0,1780,200.0,3,10,1,0
Punjabi Unplugged,1,0,3.7,0,74,917,500.0,4,2,1,0
Homely Kitchen,1,0,3.7,0,27,999,300.0,2,6,1,0
Madhappa Hindu Military Hotel,1,0,3.4,14,74,1628,300.0,4,1,0,0
Rolls Mania,1,0,3.7,32,74,1519,450.0,4,3,0,0
Bombay Kulfis,0,0,3.3,6,29,548,200.0,2,11,0,0
Lot Like Crepes,1,0,4.6,1026,8,2395,550.0,2,3,0,1
Sai Santhi Cafe,1,0,3.8,69,74,1737,400.0,2,8,0,1
Mudpipe Cafe,1,0,4.2,744,3,2361,750.0,1,5,0,1
Savoury Restaurant,1,0,3.9,421,13,835,800.0,2,25,0,1
Attys Bakery,1,0,4.0,73,0,1780,250.0,2,18,0,1
Hashery Family Restaurant,1,0,3.3,11,13,1351,600.0,2,14,0,0
Crunch Pizzas,1,0,2.8,91,93,627,600.0,2,23,0,0
RP Sweets,0,0,3.4,9,86,832,300.0,2,3,0,0
Fishland Deluxe,0,0,3.5,9,74,1749,500.0,4,16,0,0
Furry Fairy Paw Paradise,0,0,3.7,0,3,2257,500.0,1,4,1,0
Vanilla Sky,0,1,4.6,766,53,2562,1200.0,4,12,0,1
Siddique Kabab Centre,1,0,3.1,68,74,894,550.0,2,24,0,0
Chungs Pavilion,1,0,3.9,249,13,2521,700.0,2,10,0,1
Shagun Sweets  Foods,1,0,3.5,221,90,842,400.0,3,24,0,0
Barcode,0,1,3.8,170,76,1730,1300.0,4,29,0,1
The Black Rabbit,0,1,4.3,4187,12,195,1500.0,5,23,0,1
The Onyx  The HHI Select Bengaluru,0,0,3.3,177,13,1043,950.0,4,0,0,0
Ganga Sagar,0,0,3.1,12,74,1811,150.0,4,11,0,0
Taste of Chettinad,1,0,3.2,6,27,1914,400.0,2,15,0,0
The Marash,1,0,4.3,67,29,1909,250.0,2,29,0,1
Cafe Kaara,0,0,4.3,164,3,2488,750.0,4,5,0,1
Cafe Arabica,0,0,3.8,69,5,2282,700.0,1,25,0,1
Dribzz Bakes  Cafe,0,0,3.7,0,74,338,200.0,3,2,1,0
Bombay Kulfi,0,0,3.7,0,29,246,150.0,3,20,1,0
American Bites,1,0,3.0,4,74,1465,300.0,2,17,0,0
Crawl Street,1,1,4.3,2569,76,101,1200.0,2,28,0,1
Cafe P Square,1,0,3.8,26,74,1816,250.0,2,26,0,1
Oye Amritsar,1,1,3.8,763,13,917,600.0,2,24,0,1
Kyakhanahai,0,0,3.4,8,27,1344,400.0,2,28,0,0
Konark Vegetarian Restaurant,0,0,4.1,407,13,1132,700.0,4,22,0,1
WOW Momo,1,0,3.7,0,44,1901,400.0,4,12,1,0
BFC Family Restaurant,1,0,3.2,426,13,976,600.0,2,10,0,0
Classic Shop,1,0,3.3,6,56,650,150.0,2,23,0,0
Biriyani Zone,1,0,3.9,1624,13,2167,800.0,2,8,0,1
Vinus Foods,0,0,3.7,0,74,1628,300.0,4,5,1,0
Buddha Treats,1,0,4.2,351,13,2704,600.0,2,19,0,1
PagalKhana,1,1,3.9,144,13,70,1000.0,4,29,0,1
Supreme Biryani,1,0,3.7,0,27,2063,400.0,2,3,1,0
U K Saviruchi Food Store,0,0,3.7,0,74,1730,150.0,2,11,1,0
Paratha Treat,1,0,3.6,51,74,917,200.0,2,12,0,0
Siddique Kabab Centre,1,0,3.1,68,74,894,550.0,4,24,0,0
AutoExpress  Hot Dogs,1,0,3.3,5,74,287,300.0,2,29,0,0
Lemon Rice,0,0,3.4,12,74,1628,100.0,4,5,0,0
The Yogisthaan Cafe,1,0,4.1,62,3,2427,600.0,1,28,0,1
DinePost9,1,0,3.9,367,27,1374,450.0,2,27,0,1
sCoolMeal,0,0,3.7,0,92,1392,300.0,2,29,1,0
Sri Yaksha Shiv Sagar,1,0,3.6,24,13,999,600.0,4,1,0,0
Cakoholic,0,0,3.7,0,0,1902,650.0,3,25,1,0
Thalis Of India,1,0,3.3,7,27,1734,500.0,2,17,0,0
Parasme,1,0,3.7,42,80,120,400.0,3,8,0,0
Cafe Lassi Lab,1,0,3.3,6,77,298,300.0,2,9,0,0
Ambur Biryani,0,0,3.7,0,74,2127,300.0,4,6,1,0
Sweet Truth,1,0,4.0,49,27,1902,500.0,3,5,0,1
Tandoor Da Funda,0,0,3.6,15,74,917,350.0,4,5,0,0
Chinese Corner,1,0,3.7,0,74,2521,200.0,2,6,1,0
Burger King,1,0,3.9,645,74,2233,600.0,4,22,0,1
The Cake City,1,0,3.2,4,75,2554,300.0,2,5,0,0
Hasini Foods,0,0,2.9,21,74,2469,450.0,4,3,0,0
Sagar Samrat,1,0,3.6,119,13,1132,400.0,2,9,0,0
Desi Deck,1,1,3.9,94,14,905,1300.0,6,6,0,1
Arya Hungry,1,0,4.3,277,74,917,450.0,4,0,0,1
Lickity Garden,1,0,3.2,4,13,139,750.0,2,20,0,0
The Red Tandoor,1,0,3.2,6,74,2622,400.0,2,8,0,0
Kaati Zone,1,0,3.4,6,74,310,350.0,4,2,0,0
Delite Chaat House,1,0,3.9,498,74,1839,300.0,4,0,0,1
Retro Lounge Bar,0,1,3.8,110,76,999,1400.0,6,6,0,1
GR Foods,1,0,3.7,0,74,2247,350.0,2,0,1,0
Waikiki740,1,0,3.6,14,93,1461,400.0,2,29,0,0
Iyengar Bakery,1,0,3.7,28,52,1933,200.0,3,25,0,0
PreRits Food Factory,1,0,3.7,74,27,999,300.0,2,10,0,0
Eatery,0,0,3.7,0,74,287,100.0,4,21,1,0
The Fast Food,1,0,4.0,65,74,1692,150.0,4,7,0,1
Hotel Fine,1,0,3.5,25,13,999,450.0,2,7,0,0
Aramane Donne Briyani,1,0,4.0,334,74,2109,300.0,2,16,0,1
Hoppipola,0,0,4.3,1721,53,134,1300.0,4,6,0,1
Rajanna Military Hotel,1,0,4.1,167,74,2109,400.0,2,25,0,1
Ibaco,1,0,3.8,78,29,218,300.0,3,16,0,1
Straight From The Heart,0,0,3.4,5,0,1902,300.0,3,28,0,0
Shree Ganesha Hotel,0,0,3.7,0,74,1628,200.0,4,0,1,0
Sultan  Palace Darbar Restaurant,0,0,3.2,7,74,999,400.0,4,27,0,0
Chaitanya Cafe,1,0,3.9,92,74,1764,300.0,2,24,0,1
Desi Bytes,1,0,3.1,96,74,999,450.0,2,10,0,0
Konark Vegetarian Restaurant,0,0,4.1,1007,13,1056,500.0,0,20,0,1
Corner Huts,1,0,3.8,30,74,1040,300.0,4,17,0,1
Cafe Nosh,1,0,4.2,583,3,2384,500.0,2,9,0,1
The Chefs Kitchen,1,0,3.8,311,13,152,800.0,0,26,0,1
InnerChef,1,0,3.7,270,27,1160,500.0,2,18,0,0
Northern Gate Gateway Hotel,0,1,3.9,100,13,917,1900.0,0,20,0,1
Ebony,1,1,4.3,3130,13,1344,1500.0,4,20,0,1
Jagannath Delicacy,0,0,3.7,0,13,999,500.0,2,19,1,0
YumYumSouth,1,0,3.5,51,27,1628,600.0,2,19,0,0
Halli Mane Donne Biriyani,1,0,4.1,87,74,2191,400.0,2,7,0,1
Beijing Bites,1,0,3.9,514,13,2704,850.0,4,15,0,1
New Kadai,1,0,3.4,23,13,999,550.0,2,27,0,0
Sweet Truth,1,0,3.7,0,0,1902,500.0,3,17,1,0
Maddys Katti Cafe,1,0,3.2,71,74,298,400.0,2,11,0,0
Baskin Robbins,1,0,3.7,48,29,555,250.0,2,14,0,0
Chinita Real Mexican Food,0,0,4.5,733,13,821,1200.0,4,29,0,1
Sri Venkateswara Andra Mess,0,0,3.7,0,74,1628,120.0,4,3,1,0
Pappu Chaiwalla,0,0,3.7,0,50,287,300.0,2,10,1,0
Nellore Ruchulu,1,0,3.7,31,13,1364,800.0,2,0,0,0
Kaaram,1,0,3.4,52,44,2247,500.0,2,21,0,0
Just Yum,1,0,3.6,78,74,999,500.0,2,14,0,0
Hyderabad Biryani House,0,0,4.1,213,13,2121,800.0,4,7,0,1
Delisias,0,0,3.7,0,0,1780,400.0,2,20,1,0
Chutneys Tiffin Center,0,0,3.7,0,74,1631,300.0,4,3,1,0
The Beer Cafe,1,1,4.2,1175,69,442,1300.0,2,28,0,1
Lazy Suzy,1,1,4.3,1236,5,2341,1000.0,4,23,0,1
Singh Saab,1,0,3.7,243,13,917,850.0,4,23,0,0
Sathkar Refershments,0,0,3.7,0,74,1660,500.0,4,10,1,0
Safe House,0,1,4.1,1372,12,161,900.0,5,12,0,1
Niranthara,0,0,3.7,0,13,917,600.0,2,13,1,0
Koshys,0,0,3.6,53,52,1927,300.0,4,6,0,0
AlSafaa Chinese Fast Food,0,0,3.7,0,74,2575,250.0,4,6,1,0
Ice  Spice,1,0,3.0,96,92,192,650.0,2,22,0,0
Donne Biryani House,1,0,3.3,70,74,2063,400.0,4,20,0,0
JP Fish Land,1,0,3.6,24,74,1576,300.0,2,0,0,0
Daniyals,1,0,3.1,41,74,985,800.0,2,4,0,0
Andhra Biryani  Curries,1,0,3.1,4,74,1365,400.0,4,21,0,0
Karachi Bakery,0,0,3.7,0,0,1932,400.0,3,6,1,0
Kairali,1,0,3.9,171,74,748,300.0,2,28,0,1
Aubree Le Chocolatier,1,0,3.6,19,29,218,300.0,3,2,0,0
XO Belgian Waffle,1,0,3.7,0,29,226,400.0,2,14,1,0
New Curries  Spice Restaurant,1,0,2.9,7,74,1628,200.0,2,9,0,0
Biswals Food Circle,0,0,3.7,0,74,2622,350.0,4,27,1,0
Punjab Bistro,1,0,3.7,16,44,917,300.0,2,10,0,0
Fava Bistro,1,1,4.4,383,14,820,1500.0,2,0,0,1
Holige Mane,0,0,3.6,15,86,836,100.0,3,11,0,0
Chai Makhani,1,0,3.5,11,56,2054,100.0,2,28,0,0
Shanthi Sagar Deluxe,0,0,2.7,54,13,1764,500.0,2,6,0,0
Kudla  Hotel Ramanashree,1,1,4.1,354,13,1631,1200.0,4,20,0,1
Caf Felix,1,1,4.4,737,15,113,1700.0,4,18,0,1
Rolls On Wheels,0,0,2.8,69,74,411,300.0,2,27,0,0
Cafe Kaara,0,0,4.3,166,3,2488,750.0,2,6,0,1
Taj Hotel,1,0,3.7,110,13,883,700.0,4,5,0,0
Mallnad Hotel,0,0,3.2,4,74,999,300.0,2,11,0,0
Smise,1,1,4.0,1205,3,2363,650.0,2,0,0,1
Norsha Caffe,0,0,3.3,6,3,2257,400.0,4,5,0,0
Smacznego,1,0,4.2,504,3,2466,550.0,4,1,0,1
Moms Flavor,0,0,3.7,0,27,999,400.0,2,25,1,0
Rajeev Bakery  Juice,1,0,3.7,0,75,354,150.0,3,18,1,0
Dine  9 Paratha Corner,0,0,3.6,33,74,999,300.0,2,10,0,0
Shanghai Times,0,0,2.8,13,74,2608,500.0,4,29,0,0
Brunch  Munch  Hotel Millennium Plaza,0,0,3.5,23,13,1094,1200.0,2,21,0,0
Inchara Restaurant,1,0,3.7,0,74,999,300.0,4,1,1,0
Mayur,1,1,3.7,21,13,25,700.0,4,3,0,0
Mast Kalandar,0,0,2.3,175,13,917,450.0,2,0,0,0
Nandini Andhra Style Mess,0,0,3.4,28,74,1132,350.0,2,10,0,0
Barbeque Nation,0,1,4.3,1074,13,1197,1600.0,0,8,0,1
Baskin Robbins,1,0,3.7,47,29,555,250.0,3,10,0,0
Brooks and Bonds Brewery,1,1,4.5,3987,19,137,1600.0,2,2,0,1
7 Spice,0,0,3.4,5,74,2082,250.0,4,26,0,0
Hotel Reddy Bhavan,1,0,3.4,11,74,2157,300.0,2,3,0,0
De Street Cafe,0,0,3.6,61,3,2257,500.0,1,28,0,0
Delite Chaat House,1,0,3.3,4,74,1839,300.0,4,8,0,0
XO Belgian Waffle,1,0,4.4,216,44,226,450.0,3,20,0,1
Chai Days,1,0,4.5,134,3,2504,200.0,4,10,0,1
Hotel Reddy Bhavan,1,0,3.4,11,74,2157,300.0,2,0,0,0
Shilpa Vegetarian Restaurant,0,0,3.7,0,74,1737,350.0,4,20,1,0
Sagar Fast Food,1,0,3.9,76,74,1764,300.0,4,3,0,1
Mecaf Family Restaurant,1,0,3.9,214,13,1067,600.0,4,29,0,1
Ranganna Military Hotel,0,0,4.2,725,74,1640,350.0,4,1,0,1
Tyohaar Restaurant,0,0,3.7,0,74,534,400.0,2,14,1,0
Sri Rama,0,0,3.2,4,74,1628,200.0,2,6,0,0
Roast N Frost,1,0,3.7,18,74,353,200.0,4,11,0,0
Five Star Chicken,1,0,3.7,32,74,312,300.0,4,9,0,0
Punjabi Tasty Khana,0,0,3.7,0,74,1027,450.0,4,7,1,0
WataBiryani,1,0,3.7,0,27,2063,500.0,2,14,1,0
Brik Oven,0,0,4.6,2289,3,2481,1100.0,1,5,0,1
AhimsaAmrit Green Cafe,0,1,3.7,19,13,521,800.0,2,10,0,0
XO Belgian Waffle,1,0,3.9,56,29,226,400.0,2,16,0,1
Sree Spicy Hub,1,0,3.9,234,13,2403,600.0,2,10,0,1
Peppa Zzing,1,0,4.3,1135,3,2404,800.0,4,6,0,1
Scoops N Smiles,1,0,3.3,7,36,260,200.0,2,7,0,0
Hungry Buddies,1,0,3.3,33,74,917,150.0,2,3,0,0
DS Juice Caf  Grill,1,0,3.2,67,74,377,200.0,4,12,0,0
Mountain Spice,1,0,3.9,188,74,2521,200.0,4,3,0,1
Suryawanshi,1,0,4.2,444,13,1603,700.0,2,23,0,1
Mini Punjabi Dhaba,1,0,4.2,296,74,917,350.0,2,25,0,1
The Night Watch Express,1,0,3.0,53,92,999,500.0,2,12,0,0
Leon Grill,1,0,4.3,172,74,2232,500.0,2,3,0,1
Bon Sante,1,0,3.6,104,3,2359,800.0,2,23,0,0
Taj Darbar,1,0,3.8,149,13,2144,600.0,2,0,0,1
Chun Li,1,0,3.7,0,74,2521,300.0,2,3,1,0
Hotel Gowdas,0,0,3.7,0,74,2180,200.0,4,13,1,0
Eshmeet Da Dhaba,1,0,3.1,121,13,999,500.0,2,2,0,0
Cochin Connection,1,0,3.6,41,44,738,500.0,4,2,0,0
The Lounge  The Chancery Pavilion,0,0,3.7,34,13,2663,2000.0,4,20,0,0
Hunger Twist,1,0,3.8,60,27,312,300.0,2,27,0,1
FM Biryani Plaza,0,0,3.7,0,74,2063,150.0,4,26,1,0
Kapoors Biriyani,1,0,3.3,334,74,2151,400.0,2,29,0,0
Victoria Terminus,0,0,3.4,6,74,384,250.0,2,29,0,0
Machlees Sea Food,0,0,3.7,0,74,1576,200.0,2,21,1,0
Little Lucknow,1,1,4.0,238,13,895,800.0,4,2,0,1
North Indian Mess,0,0,3.7,0,59,1322,300.0,4,24,1,0
Chai Point,1,0,3.5,4,89,298,250.0,2,11,0,0
Sannidhi Grand,1,0,3.8,52,74,1753,300.0,4,27,0,1
Joses Mess,0,0,4.3,317,59,739,300.0,4,29,0,1
The Krishna Grand Xpress,1,0,4.0,136,74,1692,350.0,4,16,0,1
Al Khansah,1,0,3.9,373,13,1286,600.0,2,14,0,1
Chels Cafe,1,0,3.5,20,3,2302,500.0,2,6,0,0
Calicut Durbar,1,0,3.8,57,74,746,500.0,2,3,0,1
Retro Lounge Bar,0,1,3.8,108,76,999,1400.0,4,23,0,1
Anjappar,0,0,3.1,97,13,2517,650.0,2,25,0,0
Sai Ram Andhra Mess,0,0,3.2,6,59,1730,300.0,2,17,0,0
Desi Aahar,0,0,3.7,0,74,1126,400.0,2,25,1,0
XO Belgian Waffle,1,0,4.5,222,44,226,450.0,2,13,0,1
Namana Garden,1,0,3.7,0,74,1639,250.0,2,4,1,0
Rolls Corner,0,0,3.7,0,74,2575,300.0,4,20,1,0
Jai Shri Ganesh,0,0,3.7,0,74,917,100.0,4,29,1,0
Orchid Wine And Dine,0,0,2.9,10,13,1100,700.0,4,27,0,0
Saahib,0,0,3.9,89,74,408,300.0,4,12,0,1
Royal View Restaurant,1,0,3.7,26,13,1008,700.0,4,2,0,0
Despiwich Dragons Kitchen,1,0,3.9,71,74,2575,250.0,2,26,0,1
Chaatimes,1,0,4.1,9,74,1832,250.0,2,4,0,1
AM Biryani Junction,0,0,3.7,0,74,1027,300.0,4,20,1,0
Rimo,1,0,3.9,44,74,1896,500.0,4,3,0,1
Shree Sagar Veg Fast Food,0,0,3.7,0,74,1628,150.0,2,13,1,0
Cafe Arabica,0,0,3.8,69,5,2282,700.0,3,4,0,1
Oven Fresh,0,0,3.7,0,0,1927,600.0,2,28,1,0
UBCR,1,0,3.3,5,11,578,350.0,2,20,0,0
Om Sweets  Fast Food,0,0,3.4,19,74,1097,200.0,4,19,0,0
Desi Foodizzz,0,0,3.7,28,13,999,600.0,2,19,0,0
Sri Sai Lakshmi,0,0,3.7,0,27,1628,200.0,2,28,1,0
Dolci Desserts,1,0,4.3,658,8,2389,750.0,3,13,0,1
Golden Restaurant,1,1,3.4,411,13,1278,750.0,2,29,0,0
EatPrayLove,0,0,3.7,0,50,1628,180.0,2,21,1,0
Knowhere,0,0,3.8,52,76,98,1300.0,5,22,0,1
Sky Juice Corner,1,0,3.7,0,56,649,100.0,2,25,1,0
Tandoori Platter,0,0,3.7,0,74,917,450.0,2,20,1,0
Piata,0,0,3.7,19,0,1780,400.0,2,17,0,0
Juice Junction,1,0,3.7,17,56,658,200.0,2,29,0,0
Maa Sharda Hotel,0,0,3.7,0,74,999,350.0,4,21,1,0
Frozen Bottle,1,0,3.7,19,56,2008,400.0,2,20,0,0
Eatato Snack Bar,0,0,3.3,11,74,1751,400.0,2,6,0,0
99 Pancakes,1,0,4.5,360,32,229,300.0,3,0,0,1
Kiko,1,0,3.4,10,92,1543,500.0,3,27,0,0
Brownie Points,1,0,3.8,25,0,1902,300.0,3,3,0,1
OMG Biriyani,1,0,3.4,16,74,2065,600.0,2,29,0,0
Manjushree Veg,0,0,3.5,10,74,1660,150.0,4,4,0,0
Arbor Brewing Company,0,1,4.5,8382,73,1557,2000.0,4,20,0,1
Brew Cafe,0,0,3.2,4,74,287,300.0,4,0,0,0
Haji Ali Juice Centre,1,0,4.0,152,89,2013,350.0,4,28,0,1
